id,ts,coin,horizon_hours,chosen_variant,chosen_p_up,lca_score,comparison_count,corrected_alpha,cleared_gate,k_sel,reason,prediction_ts,scores_json
192,1787281256753,BTC,12,challenger_calibrated,0.682,1,4,0.0125,1,15,"challenger_calibrated locally outperformed (100% correct on 7 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 4 variant(s) compared.",1787281251928,
193,1787281319380,LINK,24,original,1,0.375,5,0.01,0,15,"No variant's local edge cleared the significance bar (needed >41.1pts above 50%, best was calibrated at +-12.5pts on n=8) -- defaulting to Original k-NN.",1787281313139,
194,1787281319726,LINK,12,original,0.4666666666666667,0.875,5,0.01,0,15,"No variant's local edge cleared the significance bar (needed >41.1pts above 50%, best was calibrated at +37.5pts on n=8) -- defaulting to Original k-NN.",1787281313564,
195,1787281319738,BTC,12,calibrated,0.6538461538461539,1,6,0.008333333333333333,1,15,"calibrated locally outperformed (100% correct on 7 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787281313724,
196,1787281320035,BTC,24,original,0.8,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 8 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787281313245,
197,1787281329699,BTC,24,original,0.8,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 8 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787281322882,
198,1787281332808,LINK,24,original,1,0.4,5,0.01,0,15,"No variant's local edge cleared the significance bar (needed >52.0pts above 50%, best was original at +-10.0pts on n=5) -- defaulting to Original k-NN.",1787281327298,
199,1787281333028,LINK,12,original,0.4666666666666667,0.8571428571428571,5,0.01,0,15,"No variant's local edge cleared the significance bar (needed >44.0pts above 50%, best was calibrated at +35.7pts on n=7) -- defaulting to Original k-NN.",1787281327550,
200,1787281333798,BTC,12,calibrated,0.6538461538461539,1,6,0.008333333333333333,1,15,"calibrated locally outperformed (100% correct on 7 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787281328139,
201,1787281338229,BTC,24,original,0.8,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 8 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787281332503,
202,1787281341451,LINK,24,original,1,0.5,4,0.0125,0,15,"No variant's local edge cleared the significance bar (needed >56.0pts above 50%, best was original at +0.0pts on n=4) -- defaulting to Original k-NN.",1787281335206,
203,1787281346553,LINK,12,calibrated,0.6206896551724138,1,5,0.01,1,15,"calibrated locally outperformed (100% correct on 6 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 5 variant(s) compared.",1787281340690,
204,1787281346814,BTC,12,calibrated,0.6538461538461539,1,6,0.008333333333333333,1,15,"calibrated locally outperformed (100% correct on 7 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787281340890,
205,1787281347789,BTC,24,original,0.8,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 8 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787281341859,
206,1787281349550,LINK,24,original,1,0.5,4,0.0125,0,15,"No variant's local edge cleared the significance bar (needed >56.0pts above 50%, best was original at +0.0pts on n=4) -- defaulting to Original k-NN.",1787281344001,
207,1787288038394,BTC,24,original,0.8,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 9 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787288032600,
208,1787292052997,LINK,24,experimental,1,1,6,0.008333333333333333,1,15,"experimental locally outperformed (100% correct on 6 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787292050992,
209,1787292053100,LINK,12,original,0.4666666666666667,0.5833333333333334,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >34.6pts above 50%, best was calibrated at +8.3pts on n=12) -- defaulting to Original k-NN.",1787292050992,
210,1787292053565,BTC,24,original,0.8,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 9 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787292051286,
211,1787292054044,BTC,12,calibrated,0.6538461538461539,1,6,0.008333333333333333,1,15,"calibrated locally outperformed (100% correct on 8 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787292051576,
212,1787302853702,LINK,12,original,0.8,0.8,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >30.9pts above 50%, best was original at +30.0pts on n=15) -- defaulting to Original k-NN.",1787302851028,
213,1787302853800,LINK,24,original,1,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 15 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787302851065,
214,1787302853891,BTC,24,original,1,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 9 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787302851202,
215,1787302853913,BTC,12,original,1,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 9 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787302851374,
216,1787309144738,BTC,24,calibrated,0.5227272727272727,1,6,0.008333333333333333,1,15,"calibrated locally outperformed (100% correct on 8 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787302851202,
217,1787309156243,BTC,12,original,0.5714285714285714,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 7 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787309142377,
218,1787309157053,LINK,24,original,0.8666666666666667,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 15 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787309140947,
219,1787309157339,BTC,24,original,0.4,1,5,0.01,0,15,"No variant's local edge cleared the significance bar (needed >58.2pts above 50%, best was calibrated at +50.0pts on n=4) -- defaulting to Original k-NN.",1787309145417,
220,1787309158407,LINK,12,original,0.6,0.8666666666666667,6,0.008333333333333333,1,15,"original locally outperformed (87% correct on 15 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787309140688,
221,1787309164598,BTC,24,original,0.4,1,5,0.01,0,15,"No variant's local edge cleared the significance bar (needed >58.2pts above 50%, best was calibrated at +50.0pts on n=4) -- defaulting to Original k-NN.",1787309158338,
222,1787313657011,LINK,12,original,0.8,0.46153846153846156,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >33.2pts above 50%, best was calibrated at +-3.8pts on n=13) -- defaulting to Original k-NN.",1787313651629,
223,1787313657160,LINK,24,experimental,0.5238311934496546,0.9285714285714286,5,0.01,1,15,"experimental locally outperformed (93% correct on 14 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 5 variant(s) compared.",1787313651783,
224,1787313657499,BTC,12,challenger_calibrated,0.5,1,6,0.008333333333333333,1,15,"challenger_calibrated locally outperformed (100% correct on 10 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787313652086,
225,1787313657576,BTC,24,original,0.4,1,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >59.9pts above 50%, best was challenger_calibrated at +50.0pts on n=4) -- defaulting to Original k-NN.",1787313653312,
226,1787324454595,LINK,12,original,0.6666666666666666,0.6666666666666666,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >69.1pts above 50%, best was experimental at +16.7pts on n=3) -- defaulting to Original k-NN.",1787324451339,
227,1787324454624,LINK,24,original,0.7333333333333333,1,5,0.01,1,15,"original locally outperformed (100% correct on 11 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 5 variant(s) compared.",1787324451368,
228,1787324455400,BTC,12,original,1,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 13 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787324452687,
229,1787324455570,BTC,24,original,0.13333333333333333,1,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >59.9pts above 50%, best was challenger_calibrated at +50.0pts on n=4) -- defaulting to Original k-NN.",1787324451916,
230,1787328674423,BTC,12,original,1,1,5,0.01,1,15,"original locally outperformed (100% correct on 13 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 5 variant(s) compared.",1787328657568,
231,1787328674544,BTC,24,challenger_calibrated,0.613,1,6,0.008333333333333333,1,15,"challenger_calibrated locally outperformed (100% correct on 7 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787328656787,
233,1787328676058,LINK,12,original,1,0.4166666666666667,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >34.6pts above 50%, best was calibrated at +-8.3pts on n=12) -- defaulting to Original k-NN.",1787328657151,
232,1787328676875,LINK,24,experimental,0.5997132004224904,0.9230769230769231,5,0.01,1,15,"experimental locally outperformed (92% correct on 13 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 5 variant(s) compared.",1787328655672,
234,1787328683612,BTC,24,challenger_calibrated,0.613,1,6,0.008333333333333333,1,15,"challenger_calibrated locally outperformed (100% correct on 7 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787328656787,
235,1787328695321,BTC,24,challenger_calibrated,0.613,1,6,0.008333333333333333,1,15,"challenger_calibrated locally outperformed (100% correct on 7 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787328678967,
236,1787335254553,LINK,12,original,1,0.7857142857142857,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >32.0pts above 50%, best was calibrated at +28.6pts on n=14) -- defaulting to Original k-NN.",1787335251651,
237,1787335254554,LINK,24,original,0.6,1,5,0.01,1,15,"original locally outperformed (100% correct on 14 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 5 variant(s) compared.",1787335251732,
238,1787335254660,BTC,12,original,1,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 12 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787335252483,
239,1787335254676,BTC,24,challenger_flat,0.6165,1,6,0.008333333333333333,1,15,"challenger_flat locally outperformed (100% correct on 11 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787335251651,
240,1787356856713,BTC,12,original,1,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 12 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787356851485,
241,1787356856733,LINK,24,original,0.5333333333333333,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 12 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787356851627,
242,1787356856756,LINK,12,original,0.8666666666666667,0.5384615384615384,4,0.0125,0,15,"No variant's local edge cleared the significance bar (needed >31.1pts above 50%, best was experimental at +3.8pts on n=13) -- defaulting to Original k-NN.",1787356851843,
243,1787356856762,BTC,24,original,0.6,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 7 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787356851832,
244,1787360819733,BTC,24,original,0.6666666666666666,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 7 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787360810105,
245,1787360834369,LINK,24,original,0.5333333333333333,1,5,0.01,1,15,"original locally outperformed (100% correct on 12 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 5 variant(s) compared.",1787360827324,
246,1787360834692,BTC,12,original,1,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 12 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787360827556,
247,1787360834798,LINK,12,original,0.3333333333333333,0.6666666666666666,4,0.0125,0,15,"No variant's local edge cleared the significance bar (needed >64.7pts above 50%, best was original at +16.7pts on n=3) -- defaulting to Original k-NN.",1787360826739,
248,1787360835566,BTC,24,original,0.6666666666666666,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 7 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787360829404,
249,1787360844087,LINK,24,original,0.5333333333333333,1,5,0.01,1,15,"original locally outperformed (100% correct on 12 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 5 variant(s) compared.",1787360837924,
250,1787360856876,LINK,24,original,0.5333333333333333,1,5,0.01,1,15,"original locally outperformed (100% correct on 12 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 5 variant(s) compared.",1787360849385,
251,1787360857825,BTC,24,original,0.6666666666666666,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 7 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787360851417,
252,1787360857917,BTC,12,original,1,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 12 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787360850687,
253,1787360863217,LINK,12,original,0.3333333333333333,0.6666666666666666,4,0.0125,0,15,"No variant's local edge cleared the significance bar (needed >64.7pts above 50%, best was original at +16.7pts on n=3) -- defaulting to Original k-NN.",1787360850481,
254,1787360919219,BTC,24,original,0.6666666666666666,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 7 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787360851417,
255,1787367653258,LINK,24,challenger_calibrated,0.8,1,6,0.008333333333333333,1,15,"challenger_calibrated locally outperformed (100% correct on 9 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787367650975,
256,1787367653341,LINK,12,calibrated,0.625,0.9166666666666666,6,0.008333333333333333,1,15,"calibrated locally outperformed (92% correct on 12 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787367651119,
257,1787367653825,BTC,24,original,0.6666666666666666,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 8 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787367651321,
258,1787367653912,BTC,12,challenger_calibrated,0.6,1,6,0.008333333333333333,1,15,"challenger_calibrated locally outperformed (100% correct on 11 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787367651336,
259,1787378456069,LINK,12,original,0.06666666666666667,0.75,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >59.9pts above 50%, best was challenger_calibrated at +25.0pts on n=4) -- defaulting to Original k-NN.",1787378451212,
260,1787378456194,LINK,24,original,0.9333333333333333,0.5555555555555556,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >39.9pts above 50%, best was calibrated at +5.6pts on n=9) -- defaulting to Original k-NN.",1787378451350,
261,1787378456384,BTC,24,original,1,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 11 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787378451491,
262,1787378456450,BTC,12,challenger_calibrated,0.6,1,6,0.008333333333333333,1,15,"challenger_calibrated locally outperformed (100% correct on 10 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787378451674,
263,1787389253086,ETH,24,original,0.6666666666666666,1,3,0.016666666666666666,0,7,"No variant's local edge cleared the significance bar (needed >53.2pts above 50%, best was original at +50.0pts on n=4) -- defaulting to Original k-NN.",1787389251786,
264,1787396158146,BTC,24,original,1,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 15 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787396152253,
265,1787396158998,LINK,12,original,0.6,0.8571428571428571,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >45.2pts above 50%, best was original at +35.7pts on n=7) -- defaulting to Original k-NN.",1787396151107,
266,1787396159753,BTC,12,original,1,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 10 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787396152391,
267,1787396160009,BTC,24,original,1,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 15 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787396152253,
268,1787396160245,LINK,24,original,1,1,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >59.9pts above 50%, best was challenger_calibrated at +50.0pts on n=4) -- defaulting to Original k-NN.",1787396151411,
269,1787396168927,BTC,24,original,1,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 12 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787396163007,
270,1787400052290,ETH,24,original,0.7333333333333333,1,3,0.016666666666666666,0,7,"No variant's local edge cleared the significance bar (needed >53.2pts above 50%, best was original at +50.0pts on n=4) -- defaulting to Original k-NN.",1787400051224,
271,1787400053185,LINK,24,original,1,1,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >69.1pts above 50%, best was challenger_calibrated at +50.0pts on n=3) -- defaulting to Original k-NN.",1787400050867,
272,1787400053292,LINK,12,original,0.6,0.7777777777777778,5,0.01,0,15,"No variant's local edge cleared the significance bar (needed >38.8pts above 50%, best was calibrated at +27.8pts on n=9) -- defaulting to Original k-NN.",1787400051074,
273,1787400053395,BTC,12,challenger_calibrated,0.6,1,6,0.008333333333333333,1,15,"challenger_calibrated locally outperformed (100% correct on 10 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787400051074,
274,1787400053859,BTC,24,original,1,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 12 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787400051391,
275,1787410852665,ETH,24,original,0.6,1,3,0.016666666666666666,1,7,"original locally outperformed (100% correct on 6 same-direction matches among the 7 most similar historical moments), clearing the significance bar for 3 variant(s) compared.",1787410850880,
276,1787410855726,LINK,24,challenger_calibrated,0.655,1,6,0.008333333333333333,1,15,"challenger_calibrated locally outperformed (100% correct on 6 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787410852449,
277,1787410855759,LINK,12,original,0.13333333333333333,0.6666666666666666,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >39.9pts above 50%, best was calibrated at +16.7pts on n=9) -- defaulting to Original k-NN.",1787410852449,
278,1787410855836,BTC,12,original,1,0.7857142857142857,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >32.0pts above 50%, best was challenger_calibrated at +28.6pts on n=14) -- defaulting to Original k-NN.",1787410852449,
279,1787410855868,BTC,24,original,1,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 13 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787410851382,
280,1787421653091,ETH,24,original,0.30888925047066806,0,1,0.05,0,7,"No variant's local edge cleared the significance bar (needed >47.5pts above 50%, best was experimental at +-50.0pts on n=3) -- defaulting to Original k-NN.",1787421650913,
281,1787421654483,LINK,12,original,0.8,0.5,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >48.9pts above 50%, best was experimental at +0.0pts on n=6) -- defaulting to Original k-NN.",1787421651100,
282,1787421654522,LINK,24,challenger_calibrated,0.655,1,6,0.008333333333333333,1,15,"challenger_calibrated locally outperformed (100% correct on 7 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787421651100,
283,1787421655134,BTC,12,original,1,0.7142857142857143,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >32.0pts above 50%, best was challenger_calibrated at +21.4pts on n=14) -- defaulting to Original k-NN.",1787421651412,
284,1787421655210,BTC,24,original,1,0.7692307692307693,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >33.2pts above 50%, best was original at +26.9pts on n=13) -- defaulting to Original k-NN.",1787421652684,
285,1787432452553,ETH,24,original,0.44310631595245786,0,1,0.05,0,7,"No variant's local edge cleared the significance bar (needed >47.5pts above 50%, best was experimental at +-50.0pts on n=3) -- defaulting to Original k-NN.",1787432450882,
286,1787432453563,LINK,12,original,0.6,0.5714285714285714,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >45.2pts above 50%, best was challenger_flat at +7.1pts on n=7) -- defaulting to Original k-NN.",1787432451035,
287,1787432453770,LINK,24,original,1,0.7777777777777778,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >39.9pts above 50%, best was calibrated at +27.8pts on n=9) -- defaulting to Original k-NN.",1787432451170,
288,1787432453850,BTC,24,original,1,0.8333333333333334,5,0.01,0,15,"No variant's local edge cleared the significance bar (needed >47.5pts above 50%, best was original at +33.3pts on n=6) -- defaulting to Original k-NN.",1787432452253,
289,1787432453955,BTC,12,original,0.6666666666666666,0.5714285714285714,5,0.01,0,15,"No variant's local edge cleared the significance bar (needed >44.0pts above 50%, best was experimental at +7.1pts on n=7) -- defaulting to Original k-NN.",1787432452161,
290,1787438510142,LINK,12,original,0.3333333333333333,0.4444444444444444,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >39.9pts above 50%, best was experimental at +-5.6pts on n=9) -- defaulting to Original k-NN.",1787438503930,
291,1787438510328,LINK,24,original,1,1,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >53.5pts above 50%, best was challenger_calibrated at +50.0pts on n=5) -- defaulting to Original k-NN.",1787438504436,
292,1787438510644,BTC,24,original,1,0.6666666666666666,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >34.6pts above 50%, best was challenger_calibrated at +16.7pts on n=12) -- defaulting to Original k-NN.",1787438504681,
293,1787438510986,BTC,12,original,0.7333333333333333,0.7777777777777778,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >39.9pts above 50%, best was challenger_calibrated at +27.8pts on n=9) -- defaulting to Original k-NN.",1787438504588,
294,1787438515138,BTC,24,original,1,0.6666666666666666,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >34.6pts above 50%, best was challenger_calibrated at +16.7pts on n=12) -- defaulting to Original k-NN.",1787438504681,
295,1787438519458,BTC,24,original,1,0.6666666666666666,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >34.6pts above 50%, best was challenger_calibrated at +16.7pts on n=12) -- defaulting to Original k-NN.",1787438513532,
296,1787442454300,BTC,24,original,1,0.6666666666666666,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >34.6pts above 50%, best was challenger_calibrated at +16.7pts on n=12) -- defaulting to Original k-NN.",1787442447482,
297,1787442478544,LINK,12,original,0.8666666666666667,0.75,5,0.01,0,15,"No variant's local edge cleared the significance bar (needed >41.1pts above 50%, best was original at +25.0pts on n=8) -- defaulting to Original k-NN.",1787442473402,
298,1787442478548,LINK,24,original,1,1,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >59.9pts above 50%, best was challenger_calibrated at +50.0pts on n=4) -- defaulting to Original k-NN.",1787442473066,
299,1787442479125,BTC,24,original,1,0.6666666666666666,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >34.6pts above 50%, best was challenger_calibrated at +16.7pts on n=12) -- defaulting to Original k-NN.",1787442473274,
300,1787442479347,BTC,12,original,0.8,0.75,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >42.3pts above 50%, best was challenger_calibrated at +25.0pts on n=8) -- defaulting to Original k-NN.",1787442473539,
301,1787442481305,ETH,24,original,0.6,1,3,0.016666666666666666,1,7,"original locally outperformed (100% correct on 6 same-direction matches among the 7 most similar historical moments), clearing the significance bar for 3 variant(s) compared.",1787442478605,
302,1787442486857,LINK,12,original,0.8666666666666667,0.75,5,0.01,0,15,"No variant's local edge cleared the significance bar (needed >41.1pts above 50%, best was original at +25.0pts on n=8) -- defaulting to Original k-NN.",1787442481074,
303,1787442487072,LINK,24,original,1,1,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >59.9pts above 50%, best was challenger_calibrated at +50.0pts on n=4) -- defaulting to Original k-NN.",1787442481301,
304,1787442488844,BTC,24,original,1,0.6666666666666666,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >34.6pts above 50%, best was challenger_calibrated at +16.7pts on n=12) -- defaulting to Original k-NN.",1787442483060,
305,1787442489267,BTC,12,original,0.8,0.75,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >42.3pts above 50%, best was challenger_calibrated at +25.0pts on n=8) -- defaulting to Original k-NN.",1787442483305,
306,1787442494928,LINK,12,original,0.8666666666666667,0.7,5,0.01,0,15,"No variant's local edge cleared the significance bar (needed >36.8pts above 50%, best was original at +20.0pts on n=10) -- defaulting to Original k-NN.",1787442489456,
307,1787442495207,LINK,24,original,1,1,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >59.9pts above 50%, best was challenger_calibrated at +50.0pts on n=4) -- defaulting to Original k-NN.",1787442489597,
308,1787442763119,BTC,24,original,1,0.6666666666666666,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >34.6pts above 50%, best was challenger_calibrated at +16.7pts on n=12) -- defaulting to Original k-NN.",1787442757242,
309,1787442829689,LINK,24,original,1,1,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >59.9pts above 50%, best was challenger_calibrated at +50.0pts on n=4) -- defaulting to Original k-NN.",1787442824106,
310,1787442830290,LINK,12,original,0.8666666666666667,0.7,5,0.01,0,15,"No variant's local edge cleared the significance bar (needed >36.8pts above 50%, best was original at +20.0pts on n=10) -- defaulting to Original k-NN.",1787442824518,
311,1787442831059,BTC,12,original,0.8,0.75,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >42.3pts above 50%, best was challenger_calibrated at +25.0pts on n=8) -- defaulting to Original k-NN.",1787442825192,
312,1787442831575,BTC,24,original,1,0.6666666666666666,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >34.6pts above 50%, best was challenger_calibrated at +16.7pts on n=12) -- defaulting to Original k-NN.",1787442825811,
313,1787442837636,LINK,24,challenger_calibrated,0.655,1,6,0.008333333333333333,1,15,"challenger_calibrated locally outperformed (100% correct on 6 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787442832129,
314,1787442844934,ETH,24,original,0.6,1,3,0.016666666666666666,1,7,"original locally outperformed (100% correct on 6 same-direction matches among the 7 most similar historical moments), clearing the significance bar for 3 variant(s) compared.",1787442842004,
315,1787442848488,LINK,24,challenger_calibrated,0.655,1,6,0.008333333333333333,1,15,"challenger_calibrated locally outperformed (100% correct on 6 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787442842874,
316,1787442848505,LINK,12,original,0.8666666666666667,0.8181818181818182,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >36.1pts above 50%, best was original at +31.8pts on n=11) -- defaulting to Original k-NN.",1787442842541,
317,1787442849307,BTC,12,original,0.8,0.75,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >42.3pts above 50%, best was challenger_calibrated at +25.0pts on n=8) -- defaulting to Original k-NN.",1787442843430,
318,1787442849996,BTC,24,original,1,0.6666666666666666,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >34.6pts above 50%, best was challenger_calibrated at +16.7pts on n=12) -- defaulting to Original k-NN.",1787442843742,
319,1787443250792,ETH,24,original,0.6,1,3,0.016666666666666666,0,7,"No variant's local edge cleared the significance bar (needed >61.4pts above 50%, best was original at +50.0pts on n=3) -- defaulting to Original k-NN.",1787443249456,
